record_id,status_type,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,published_at,publication_year,publication_month,publication_weekday,publication_weekday_number,publication_hour
802,photo,243,4,0,243,0,0,0,0,0,2016-04-11 03:30:00,2016,4,Monday,0,3.5
803,photo,199,3,0,197,0,2,0,0,0,2016-04-10 23:52:00,2016,4,Sunday,6,23.866666666666667
804,photo,354,15,0,349,4,1,0,0,0,2016-04-10 04:14:00,2016,4,Sunday,6,4.233333333333333
805,video,171,78,3,167,4,0,0,0,0,2016-04-10 03:09:00,2016,4,Sunday,6,3.15
806,status,55,4,0,54,1,0,0,0,0,2016-04-10 03:09:00,2016,4,Sunday,6,3.15
807,video,136,44,1,131,3,1,1,0,0,2016-04-10 02:37:00,2016,4,Sunday,6,2.6166666666666667
808,photo,51,8,0,51,0,0,0,0,0,2016-04-09 07:56:00,2016,4,Saturday,5,7.933333333333334
809,video,103,25,0,103,0,0,0,0,0,2016-04-09 06:29:00,2016,4,Saturday,5,6.483333333333333
810,photo,619,15,0,615,4,0,0,0,0,2016-04-09 05:33:00,2016,4,Saturday,5,5.55
811,photo,231,30,5,227,1,3,0,0,0,2016-04-09 04:14:00,2016,4,Saturday,5,4.233333333333333
812,photo,86,14,1,85,1,0,0,0,0,2016-04-09 04:10:00,2016,4,Saturday,5,4.166666666666667
813,photo,63,9,0,63,0,0,0,0,0,2016-04-09 03:44:00,2016,4,Saturday,5,3.7333333333333334
814,video,165,89,1,162,2,1,0,0,0,2016-04-09 03:12:00,2016,4,Saturday,5,3.2
815,photo,200,18,1,197,1,2,0,0,0,2016-04-08 04:28:00,2016,4,Friday,4,4.466666666666667
816,photo,180,15,1,178,1,1,0,0,0,2016-04-08 04:23:00,2016,4,Friday,4,4.383333333333334
817,video,214,152,0,210,4,0,0,0,0,2016-04-07 09:28:00,2016,4,Thursday,3,9.466666666666667
818,video,157,124,1,157,0,0,0,0,0,2016-04-07 03:48:00,2016,4,Thursday,3,3.8
819,link,44,1,0,44,0,0,0,0,0,2016-04-07 02:40:00,2016,4,Thursday,3,2.6666666666666665
820,photo,208,6,0,208,0,0,0,0,0,2016-04-07 00:10:00,2016,4,Thursday,3,0.16666666666666666
821,photo,145,2,0,145,0,0,0,0,0,2016-04-06 02:39:00,2016,4,Wednesday,2,2.65
822,video,177,134,0,176,1,0,0,0,0,2016-04-05 22:07:00,2016,4,Tuesday,1,22.116666666666667
823,photo,250,11,0,246,4,0,0,0,0,2016-04-05 06:51:00,2016,4,Tuesday,1,6.85
824,video,97,29,0,97,0,0,0,0,0,2016-04-04 23:38:00,2016,4,Monday,0,23.633333333333333
825,video,112,45,0,109,3,0,0,0,0,2016-04-04 23:25:00,2016,4,Monday,0,23.416666666666668
826,video,170,108,0,168,2,0,0,0,0,2016-04-04 09:16:00,2016,4,Monday,0,9.266666666666667
827,status,148,7,0,147,0,0,1,0,0,2016-04-04 00:17:00,2016,4,Monday,0,0.2833333333333333
828,photo,360,10,0,356,4,0,0,0,0,2016-04-03 23:18:00,2016,4,Sunday,6,23.3
829,photo,280,9,0,279,0,1,0,0,0,2016-04-03 07:27:00,2016,4,Sunday,6,7.45
830,video,111,45,0,110,1,0,0,0,0,2016-04-03 02:17:00,2016,4,Sunday,6,2.283333333333333
831,video,188,242,6,187,1,0,0,0,0,2016-04-02 09:42:00,2016,4,Saturday,5,9.7
832,video,121,43,0,121,0,0,0,0,0,2016-04-02 03:43:00,2016,4,Saturday,5,3.716666666666667
833,link,43,4,1,43,0,0,0,0,0,2016-04-02 02:13:00,2016,4,Saturday,5,2.216666666666667
834,photo,111,15,0,108,2,1,0,0,0,2016-04-01 07:34:00,2016,4,Friday,4,7.566666666666666
835,video,111,4,0,110,1,0,0,0,0,2016-04-01 06:40:00,2016,4,Friday,4,6.666666666666667
836,video,119,31,2,119,0,0,0,0,0,2016-04-01 06:00:00,2016,4,Friday,4,6.0
837,photo,358,10,3,354,0,4,0,0,0,2016-03-31 23:20:00,2016,3,Thursday,3,23.333333333333332
838,video,187,25,0,186,1,0,0,0,0,2016-03-31 06:01:00,2016,3,Thursday,3,6.016666666666667
839,video,180,84,4,171,8,1,0,0,0,2016-03-31 01:52:00,2016,3,Thursday,3,1.8666666666666667
840,video,227,173,1,223,2,1,1,0,0,2016-03-30 09:08:00,2016,3,Wednesday,2,9.133333333333333
841,video,146,19,0,146,0,0,0,0,0,2016-03-29 08:52:00,2016,3,Tuesday,1,8.866666666666667
842,video,105,10,0,105,0,0,0,0,0,2016-03-29 08:42:00,2016,3,Tuesday,1,8.7
843,video,131,39,1,130,1,0,0,0,0,2016-03-29 08:20:00,2016,3,Tuesday,1,8.333333333333334
844,photo,325,13,1,322,3,0,0,0,0,2016-03-29 05:57:00,2016,3,Tuesday,1,5.95
845,video,113,2,1,113,0,0,0,0,0,2016-03-29 05:11:00,2016,3,Tuesday,1,5.183333333333334
846,video,102,13,1,102,0,0,0,0,0,2016-03-29 05:01:00,2016,3,Tuesday,1,5.016666666666667
847,photo,441,10,0,431,3,7,0,0,0,2016-03-28 21:01:00,2016,3,Monday,0,21.016666666666666
848,photo,260,6,0,260,0,0,0,0,0,2016-03-28 00:23:00,2016,3,Monday,0,0.38333333333333336
849,photo,31,14,0,31,0,0,0,0,0,2016-03-26 20:27:00,2016,3,Saturday,5,20.45
850,video,70,10,2,68,0,2,0,0,0,2016-03-25 10:57:00,2016,3,Friday,4,10.95
851,photo,147,1,0,147,0,0,0,0,0,2016-03-24 14:41:00,2016,3,Thursday,3,14.683333333333334
852,video,177,145,3,176,0,1,0,0,0,2016-03-23 10:22:00,2016,3,Wednesday,2,10.366666666666667
853,video,112,18,0,112,0,0,0,0,0,2016-03-23 10:20:00,2016,3,Wednesday,2,10.333333333333334
854,video,117,18,1,116,1,0,0,0,0,2016-03-23 09:29:00,2016,3,Wednesday,2,9.483333333333333
855,status,118,6,0,118,0,0,0,0,0,2016-03-23 07:31:00,2016,3,Wednesday,2,7.516666666666667
856,status,118,3,0,118,0,0,0,0,0,2016-03-23 06:46:00,2016,3,Wednesday,2,6.766666666666667
857,status,162,10,0,161,0,0,1,0,0,2016-03-19 08:46:00,2016,3,Saturday,5,8.766666666666667
858,photo,318,2,0,312,3,3,0,0,0,2016-03-18 22:42:00,2016,3,Friday,4,22.7
859,photo,59,14,0,58,1,0,0,0,0,2016-03-18 08:00:00,2016,3,Friday,4,8.0
860,photo,54,0,0,52,1,0,1,0,0,2016-03-18 07:59:00,2016,3,Friday,4,7.983333333333333
861,video,238,41,3,234,3,1,0,0,0,2016-03-17 11:16:00,2016,3,Thursday,3,11.266666666666667
862,video,350,389,6,342,7,1,0,0,0,2016-03-17 08:05:00,2016,3,Thursday,3,8.083333333333334
863,status,111,11,0,111,0,0,0,0,0,2016-03-17 00:32:00,2016,3,Thursday,3,0.5333333333333333
864,status,207,4,0,203,3,0,1,0,0,2016-03-16 10:33:00,2016,3,Wednesday,2,10.55
865,status,140,23,0,138,0,2,0,0,0,2016-03-16 09:17:00,2016,3,Wednesday,2,9.283333333333333
866,status,103,8,0,103,0,0,0,0,0,2016-03-16 09:15:00,2016,3,Wednesday,2,9.25
867,video,323,407,8,307,12,4,0,0,0,2016-03-16 08:03:00,2016,3,Wednesday,2,8.05
868,video,487,93,13,472,9,5,1,0,0,2016-03-16 08:00:00,2016,3,Wednesday,2,8.0
869,status,180,16,0,180,0,0,0,0,0,2016-03-16 07:41:00,2016,3,Wednesday,2,7.683333333333334
870,photo,156,0,0,155,1,0,0,0,0,2016-03-16 06:24:00,2016,3,Wednesday,2,6.4
871,photo,118,13,0,117,1,0,0,0,0,2016-03-16 06:19:00,2016,3,Wednesday,2,6.316666666666666
872,status,227,18,0,223,2,1,1,0,0,2016-03-15 12:24:00,2016,3,Tuesday,1,12.4
873,photo,26,2,0,26,0,0,0,0,0,2016-03-15 00:09:00,2016,3,Tuesday,1,0.15
874,photo,120,0,0,119,0,1,0,0,0,2016-03-14 01:14:00,2016,3,Monday,0,1.2333333333333334
875,link,59,6,5,59,0,0,0,0,0,2016-03-13 22:25:00,2016,3,Sunday,6,22.416666666666668
876,photo,90,13,1,90,0,0,0,0,0,2016-03-13 05:44:00,2016,3,Sunday,6,5.733333333333333
877,video,22,2,1,22,0,0,0,0,0,2016-03-13 01:08:00,2016,3,Sunday,6,1.1333333333333333
878,photo,73,5,0,72,0,1,0,0,0,2016-03-13 00:20:00,2016,3,Sunday,6,0.3333333333333333
879,photo,183,15,0,182,1,0,0,0,0,2016-03-12 23:15:00,2016,3,Saturday,5,23.25
880,photo,67,14,0,66,0,1,0,0,0,2016-03-12 00:37:00,2016,3,Saturday,5,0.6166666666666667
881,video,45,1,0,45,0,0,0,0,0,2016-03-08 19:57:00,2016,3,Tuesday,1,19.95
882,photo,110,3,0,110,0,0,0,0,0,2016-03-08 10:21:00,2016,3,Tuesday,1,10.35
883,status,120,4,0,117,1,0,2,0,0,2016-03-08 09:17:00,2016,3,Tuesday,1,9.283333333333333
884,status,87,1,4,83,2,2,0,0,0,2016-03-08 03:27:00,2016,3,Tuesday,1,3.45
885,photo,139,4,0,138,0,1,0,0,0,2016-03-08 02:43:00,2016,3,Tuesday,1,2.716666666666667
886,status,104,0,3,102,1,1,0,0,0,2016-03-08 02:25:00,2016,3,Tuesday,1,2.4166666666666665
887,photo,60,1,0,59,0,1,0,0,0,2016-03-08 00:13:00,2016,3,Tuesday,1,0.21666666666666667
888,photo,214,6,0,211,3,0,0,0,0,2016-03-06 07:00:00,2016,3,Sunday,6,7.0
889,photo,160,1,0,158,2,0,0,0,0,2016-03-06 02:24:00,2016,3,Sunday,6,2.4
890,photo,322,8,0,320,2,0,0,0,0,2016-03-05 23:29:00,2016,3,Saturday,5,23.483333333333334
891,photo,348,3,2,345,2,1,0,0,0,2016-03-05 21:47:00,2016,3,Saturday,5,21.783333333333335
892,photo,292,10,1,285,5,2,0,0,0,2016-03-04 20:13:00,2016,3,Friday,4,20.216666666666665
893,link,51,0,0,51,0,0,0,0,0,2016-03-04 09:17:00,2016,3,Friday,4,9.283333333333333
894,photo,251,20,4,248,2,1,0,0,0,2016-03-04 06:44:00,2016,3,Friday,4,6.733333333333333
895,status,67,5,0,66,1,0,0,0,0,2016-03-03 10:41:00,2016,3,Thursday,3,10.683333333333334
896,status,43,8,0,42,1,0,0,0,0,2016-03-03 09:54:00,2016,3,Thursday,3,9.9
897,status,58,10,0,58,0,0,0,0,0,2016-03-03 03:44:00,2016,3,Thursday,3,3.7333333333333334
898,video,37,1,0,37,0,0,0,0,0,2016-03-03 02:55:00,2016,3,Thursday,3,2.9166666666666665
899,video,40,2,4,39,1,0,0,0,0,2016-03-01 04:48:00,2016,3,Tuesday,1,4.8
900,status,56,9,1,56,0,0,0,0,0,2016-03-01 02:28:00,2016,3,Tuesday,1,2.466666666666667
901,link,59,3,0,58,0,1,0,0,0,2016-03-01 00:26:00,2016,3,Tuesday,1,0.43333333333333335
902,photo,147,2,17,144,2,1,0,0,0,2016-02-29 12:44:00,2016,2,Monday,0,12.733333333333333
903,photo,231,5,1,220,7,4,0,0,0,2016-02-28 04:30:00,2016,2,Sunday,6,4.5
904,video,71,6,2,71,0,0,0,0,0,2016-02-28 00:41:00,2016,2,Sunday,6,0.6833333333333333
905,video,48,1,0,45,2,1,0,0,0,2016-02-27 22:32:00,2016,2,Saturday,5,22.533333333333335
906,photo,261,4,0,248,6,6,1,0,0,2016-02-27 02:22:00,2016,2,Saturday,5,2.3666666666666667
907,photo,225,0,20,222,3,0,0,0,0,2016-02-27 02:12:00,2016,2,Saturday,5,2.2
908,photo,148,16,0,140,3,4,1,0,0,2016-02-26 23:32:00,2016,2,Friday,4,23.533333333333335
909,video,68,3,3,63,3,0,2,0,0,2016-02-25 22:15:00,2016,2,Thursday,3,22.25
910,photo,543,22,0,501,29,11,2,0,0,2016-02-25 22:09:00,2016,2,Thursday,3,22.15
911,video,74,9,6,74,0,0,0,0,0,2016-02-25 04:38:00,2016,2,Thursday,3,4.633333333333333
912,photo,249,10,1,249,0,0,0,0,0,2016-02-24 04:06:00,2016,2,Wednesday,2,4.1
913,photo,629,7,0,625,2,1,1,0,0,2016-02-24 04:01:00,2016,2,Wednesday,2,4.016666666666667
914,video,57,9,3,57,0,0,0,0,0,2016-02-24 03:55:00,2016,2,Wednesday,2,3.9166666666666665
915,photo,279,18,2,279,0,0,0,0,0,2016-02-23 23:36:00,2016,2,Tuesday,1,23.6
916,status,68,13,1,68,0,0,0,0,0,2016-02-20 01:50:00,2016,2,Saturday,5,1.8333333333333335
917,status,106,19,0,106,0,0,0,0,0,2016-02-18 10:51:00,2016,2,Thursday,3,10.85
918,status,73,19,2,73,0,0,0,0,0,2016-02-18 02:30:00,2016,2,Thursday,3,2.5
919,status,68,14,0,68,0,0,0,0,0,2016-02-16 22:07:00,2016,2,Tuesday,1,22.116666666666667
920,photo,12,5,0,12,0,0,0,0,0,2016-02-14 07:03:00,2016,2,Sunday,6,7.05
921,photo,10,4,0,10,0,0,0,0,0,2016-02-14 07:03:00,2016,2,Sunday,6,7.05
922,video,35,0,0,35,0,0,0,0,0,2016-02-13 09:34:00,2016,2,Saturday,5,9.566666666666666
923,link,40,1,0,40,0,0,0,0,0,2016-02-13 04:45:00,2016,2,Saturday,5,4.75
924,video,44,9,4,44,0,0,0,0,0,2016-02-12 22:48:00,2016,2,Friday,4,22.8
925,link,6,0,0,6,0,0,0,0,0,2016-02-12 22:41:00,2016,2,Friday,4,22.683333333333334
926,photo,80,4,0,80,0,0,0,0,0,2016-02-12 03:55:00,2016,2,Friday,4,3.9166666666666665
927,photo,83,8,0,83,0,0,0,0,0,2016-02-12 03:55:00,2016,2,Friday,4,3.9166666666666665
928,photo,66,2,1,66,0,0,0,0,0,2016-02-12 01:25:00,2016,2,Friday,4,1.4166666666666667
929,photo,421,3,0,421,0,0,0,0,0,2016-02-09 05:26:00,2016,2,Tuesday,1,5.433333333333334
930,photo,246,5,1,246,0,0,0,0,0,2016-02-08 05:36:00,2016,2,Monday,0,5.6
931,photo,151,0,0,151,0,0,0,0,0,2016-02-07 10:36:00,2016,2,Sunday,6,10.6
932,photo,304,6,0,304,0,0,0,0,0,2016-02-07 09:56:00,2016,2,Sunday,6,9.933333333333334
933,photo,263,19,2,263,0,0,0,0,0,2016-02-07 06:51:00,2016,2,Sunday,6,6.85
934,photo,216,16,2,216,0,0,0,0,0,2016-02-04 04:09:00,2016,2,Thursday,3,4.15
935,status,42,9,0,42,0,0,0,0,0,2016-02-02 01:32:00,2016,2,Tuesday,1,1.5333333333333332
936,photo,289,11,0,289,0,0,0,0,0,2016-02-02 01:17:00,2016,2,Tuesday,1,1.2833333333333332
937,photo,330,8,0,330,0,0,0,0,0,2016-02-01 07:26:00,2016,2,Monday,0,7.433333333333334
938,photo,320,2,0,320,0,0,0,0,0,2016-02-01 05:28:00,2016,2,Monday,0,5.466666666666667
939,photo,355,9,0,355,0,0,0,0,0,2016-02-01 04:27:00,2016,2,Monday,0,4.45
940,photo,242,4,0,242,0,0,0,0,0,2016-01-31 11:08:00,2016,1,Sunday,6,11.133333333333333
941,photo,471,13,0,471,0,0,0,0,0,2016-01-31 07:20:00,2016,1,Sunday,6,7.333333333333333
942,photo,320,7,0,320,0,0,0,0,0,2016-01-31 02:24:00,2016,1,Sunday,6,2.4
943,photo,486,2,0,486,0,0,0,0,0,2016-01-30 09:21:00,2016,1,Saturday,5,9.35
944,photo,353,6,0,353,0,0,0,0,0,2016-01-30 04:46:00,2016,1,Saturday,5,4.766666666666667
945,photo,469,10,0,469,0,0,0,0,0,2016-01-30 04:22:00,2016,1,Saturday,5,4.366666666666666
946,photo,271,37,1,271,0,0,0,0,0,2016-01-30 03:03:00,2016,1,Saturday,5,3.05
947,photo,228,3,0,228,0,0,0,0,0,2016-01-30 00:55:00,2016,1,Saturday,5,0.9166666666666666
948,photo,495,11,0,495,0,0,0,0,0,2016-01-29 07:11:00,2016,1,Friday,4,7.183333333333334
949,photo,381,5,0,381,0,0,0,0,0,2016-01-29 03:29:00,2016,1,Friday,4,3.4833333333333334
950,photo,480,10,0,480,0,0,0,0,0,2016-01-28 06:07:00,2016,1,Thursday,3,6.116666666666666
951,photo,140,6,0,140,0,0,0,0,0,2016-01-26 23:33:00,2016,1,Tuesday,1,23.55
952,photo,443,11,0,443,0,0,0,0,0,2016-01-25 02:08:00,2016,1,Monday,0,2.1333333333333333
953,photo,182,1,16,182,0,0,0,0,0,2016-01-24 01:14:00,2016,1,Sunday,6,1.2333333333333334
954,photo,121,0,1,121,0,0,0,0,0,2016-01-23 02:05:00,2016,1,Saturday,5,2.0833333333333335
955,photo,49,9,0,49,0,0,0,0,0,2016-01-22 03:01:00,2016,1,Friday,4,3.0166666666666666
956,status,227,0,0,227,0,0,0,0,0,2016-01-20 05:30:00,2016,1,Wednesday,2,5.5
957,photo,230,6,0,230,0,0,0,0,0,2016-01-17 02:34:00,2016,1,Sunday,6,2.5666666666666664
958,photo,192,26,2,192,0,0,0,0,0,2016-01-16 03:43:00,2016,1,Saturday,5,3.716666666666667
959,photo,417,11,0,417,0,0,0,0,0,2016-01-15 07:58:00,2016,1,Friday,4,7.966666666666667
960,photo,552,8,0,552,0,0,0,0,0,2016-01-15 07:34:00,2016,1,Friday,4,7.566666666666666
961,status,111,12,0,111,0,0,0,0,0,2016-01-15 01:33:00,2016,1,Friday,4,1.55
962,photo,130,19,1,130,0,0,0,0,0,2016-01-13 03:11:00,2016,1,Wednesday,2,3.183333333333333
963,photo,100,11,0,100,0,0,0,0,0,2016-01-11 10:42:00,2016,1,Monday,0,10.7
964,video,50,11,0,50,0,0,0,0,0,2016-01-11 04:30:00,2016,1,Monday,0,4.5
965,photo,385,16,191,385,0,0,0,0,0,2016-01-11 01:56:00,2016,1,Monday,0,1.9333333333333333
966,photo,108,16,2,108,0,0,0,0,0,2016-01-10 22:55:00,2016,1,Sunday,6,22.916666666666668
967,photo,368,12,0,368,0,0,0,0,0,2016-01-08 10:30:00,2016,1,Friday,4,10.5
968,photo,307,18,0,307,0,0,0,0,0,2016-01-05 02:45:00,2016,1,Tuesday,1,2.75
969,photo,176,4,1,176,0,0,0,0,0,2016-01-05 02:44:00,2016,1,Tuesday,1,2.7333333333333334
970,photo,246,13,1,246,0,0,0,0,0,2016-01-05 02:37:00,2016,1,Tuesday,1,2.6166666666666667
971,photo,152,30,0,152,0,0,0,0,0,2016-01-05 02:20:00,2016,1,Tuesday,1,2.3333333333333335
972,photo,286,5,0,286,0,0,0,0,0,2016-01-03 06:55:00,2016,1,Sunday,6,6.916666666666667
973,status,108,8,0,108,0,0,0,0,0,2016-01-03 04:28:00,2016,1,Sunday,6,4.466666666666667
974,photo,25,8,0,25,0,0,0,0,0,2016-01-03 04:23:00,2016,1,Sunday,6,4.383333333333334
975,photo,21,2,0,21,0,0,0,0,0,2016-01-03 04:23:00,2016,1,Sunday,6,4.383333333333334
976,photo,318,7,1,318,0,0,0,0,0,2015-12-31 08:20:00,2015,12,Thursday,3,8.333333333333334
977,photo,370,16,1,370,0,0,0,0,0,2015-12-29 06:29:00,2015,12,Tuesday,1,6.483333333333333
978,photo,58,3,0,58,0,0,0,0,0,2015-12-28 03:55:00,2015,12,Monday,0,3.9166666666666665
979,photo,45,0,0,45,0,0,0,0,0,2015-12-28 03:54:00,2015,12,Monday,0,3.9
980,photo,69,0,0,69,0,0,0,0,0,2015-12-28 03:40:00,2015,12,Monday,0,3.6666666666666665
981,photo,135,2,0,135,0,0,0,0,0,2015-12-28 02:18:00,2015,12,Monday,0,2.3
982,photo,212,11,3,212,0,0,0,0,0,2015-12-25 04:49:00,2015,12,Friday,4,4.816666666666666
983,photo,184,3,1,184,0,0,0,0,0,2015-12-24 22:26:00,2015,12,Thursday,3,22.433333333333334
984,photo,103,0,0,103,0,0,0,0,0,2015-12-24 10:40:00,2015,12,Thursday,3,10.666666666666666
985,photo,302,9,0,302,0,0,0,0,0,2015-12-22 21:38:00,2015,12,Tuesday,1,21.633333333333333
986,photo,246,9,2,246,0,0,0,0,0,2015-12-22 06:46:00,2015,12,Tuesday,1,6.766666666666667
987,photo,117,0,0,117,0,0,0,0,0,2015-12-21 08:57:00,2015,12,Monday,0,8.95
988,photo,52,12,0,52,0,0,0,0,0,2015-12-21 06:57:00,2015,12,Monday,0,6.95
989,photo,317,8,0,317,0,0,0,0,0,2015-12-21 02:03:00,2015,12,Monday,0,2.05
990,photo,189,13,1,189,0,0,0,0,0,2015-12-20 06:04:00,2015,12,Sunday,6,6.066666666666666
991,photo,192,19,0,192,0,0,0,0,0,2015-12-20 05:15:00,2015,12,Sunday,6,5.25
992,photo,96,8,0,96,0,0,0,0,0,2015-12-19 09:18:00,2015,12,Saturday,5,9.3
993,photo,112,11,0,112,0,0,0,0,0,2015-12-18 06:27:00,2015,12,Friday,4,6.45
994,photo,124,12,0,124,0,0,0,0,0,2015-12-18 00:22:00,2015,12,Friday,4,0.36666666666666664
995,photo,155,5,0,155,0,0,0,0,0,2015-12-17 12:26:00,2015,12,Thursday,3,12.433333333333334
996,photo,167,16,0,167,0,0,0,0,0,2015-12-16 09:09:00,2015,12,Wednesday,2,9.15
997,photo,157,13,0,157,0,0,0,0,0,2015-12-16 04:44:00,2015,12,Wednesday,2,4.733333333333333
998,status,101,7,0,101,0,0,0,0,0,2015-12-15 11:33:00,2015,12,Tuesday,1,11.55
999,photo,230,20,0,230,0,0,0,0,0,2015-12-14 06:43:00,2015,12,Monday,0,6.716666666666667
1000,photo,136,5,1,136,0,0,0,0,0,2015-12-09 09:28:00,2015,12,Wednesday,2,9.466666666666667
1001,photo,131,0,0,131,0,0,0,0,0,2015-12-09 01:47:00,2015,12,Wednesday,2,1.7833333333333332
1002,status,128,18,0,128,0,0,0,0,0,2015-12-07 07:02:00,2015,12,Monday,0,7.033333333333333
1003,photo,129,13,0,129,0,0,0,0,0,2015-12-05 23:43:00,2015,12,Saturday,5,23.716666666666665
1004,status,376,18,16,376,0,0,0,0,0,2015-12-02 08:26:00,2015,12,Wednesday,2,8.433333333333334
1005,status,68,9,1,68,0,0,0,0,0,2015-12-02 06:38:00,2015,12,Wednesday,2,6.633333333333333
1006,status,142,2,2,142,0,0,0,0,0,2015-11-30 07:29:00,2015,11,Monday,0,7.483333333333333
1007,status,106,12,2,106,0,0,0,0,0,2015-11-24 02:12:00,2015,11,Tuesday,1,2.2
1008,photo,88,3,0,88,0,0,0,0,0,2015-11-23 07:49:00,2015,11,Monday,0,7.816666666666666
1009,status,49,9,0,49,0,0,0,0,0,2015-11-22 23:39:00,2015,11,Sunday,6,23.65
1010,status,1052,12,7,1052,0,0,0,0,0,2015-11-21 08:01:00,2015,11,Saturday,5,8.016666666666667
1011,photo,948,7,0,948,0,0,0,0,0,2015-11-21 04:13:00,2015,11,Saturday,5,4.216666666666667
1012,photo,1552,23,0,1552,0,0,0,0,0,2015-11-19 20:42:00,2015,11,Thursday,3,20.7
1013,photo,1580,14,1,1580,0,0,0,0,0,2015-11-19 20:38:00,2015,11,Thursday,3,20.633333333333333
1014,status,1241,6,0,1241,0,0,0,0,0,2015-11-16 21:58:00,2015,11,Monday,0,21.966666666666665
1015,status,1054,9,0,1054,0,0,0,0,0,2015-11-16 03:07:00,2015,11,Monday,0,3.1166666666666667
1016,status,954,10,0,954,0,0,0,0,0,2015-11-15 20:41:00,2015,11,Sunday,6,20.683333333333334
1017,status,1014,14,2,1014,0,0,0,0,0,2015-11-11 22:49:00,2015,11,Wednesday,2,22.816666666666666
1018,status,1768,0,1,1768,0,0,0,0,0,2015-11-11 03:44:00,2015,11,Wednesday,2,3.7333333333333334
1019,status,951,13,1,951,0,0,0,0,0,2015-11-11 02:22:00,2015,11,Wednesday,2,2.3666666666666667
1020,status,1223,34,0,1223,0,0,0,0,0,2015-11-10 02:11:00,2015,11,Tuesday,1,2.183333333333333
1021,status,987,13,1,987,0,0,0,0,0,2015-11-08 07:21:00,2015,11,Sunday,6,7.35
1022,status,2799,67,2,2799,0,0,0,0,0,2015-11-08 00:02:00,2015,11,Sunday,6,0.03333333333333333
1023,photo,102,1,0,102,0,0,0,0,0,2015-11-06 21:19:00,2015,11,Friday,4,21.316666666666666
1024,photo,160,3,0,160,0,0,0,0,0,2015-11-06 20:46:00,2015,11,Friday,4,20.766666666666666
1025,photo,1575,15,3,1575,0,0,0,0,0,2015-11-06 00:38:00,2015,11,Friday,4,0.6333333333333333
1026,status,945,9,2,945,0,0,0,0,0,2015-11-05 03:17:00,2015,11,Thursday,3,3.283333333333333
1027,photo,1194,14,0,1194,0,0,0,0,0,2015-11-04 03:35:00,2015,11,Wednesday,2,3.5833333333333335
1028,status,1339,9,1,1339,0,0,0,0,0,2015-11-04 02:37:00,2015,11,Wednesday,2,2.6166666666666667
1029,status,963,6,0,963,0,0,0,0,0,2015-11-03 01:46:00,2015,11,Tuesday,1,1.7666666666666666
1030,photo,1145,25,0,1145,0,0,0,0,0,2015-11-02 20:37:00,2015,11,Monday,0,20.616666666666667
1031,status,950,8,3,950,0,0,0,0,0,2015-11-02 05:21:00,2015,11,Monday,0,5.35
1032,photo,2024,23,1,2024,0,0,0,0,0,2015-11-01 22:07:00,2015,11,Sunday,6,22.116666666666667
1033,status,950,13,0,950,0,0,0,0,0,2015-11-01 04:47:00,2015,11,Sunday,6,4.783333333333333
1034,photo,951,10,0,951,0,0,0,0,0,2015-11-01 04:28:00,2015,11,Sunday,6,4.466666666666667
1035,status,974,10,0,974,0,0,0,0,0,2015-11-01 02:07:00,2015,11,Sunday,6,2.1166666666666667
1036,photo,1139,57,0,1139,0,0,0,0,0,2015-10-31 23:58:00,2015,10,Saturday,5,23.966666666666665
1037,status,1061,5,0,1061,0,0,0,0,0,2015-10-31 23:46:00,2015,10,Saturday,5,23.766666666666666
1038,status,1018,10,0,1018,0,0,0,0,0,2015-10-31 06:21:00,2015,10,Saturday,5,6.35
1039,status,991,10,1,991,0,0,0,0,0,2015-10-30 06:42:00,2015,10,Friday,4,6.7
1040,photo,952,4,0,952,0,0,0,0,0,2015-10-30 05:11:00,2015,10,Friday,4,5.183333333333334
1041,photo,1999,22,0,1999,0,0,0,0,0,2015-10-30 01:34:00,2015,10,Friday,4,1.5666666666666667
1042,status,1251,17,1,1251,0,0,0,0,0,2015-10-30 01:33:00,2015,10,Friday,4,1.55
1043,status,968,9,0,968,0,0,0,0,0,2015-10-29 23:43:00,2015,10,Thursday,3,23.716666666666665
1044,status,1338,6,1,1338,0,0,0,0,0,2015-10-28 22:33:00,2015,10,Wednesday,2,22.55
1045,photo,948,5,0,948,0,0,0,0,0,2015-10-28 07:42:00,2015,10,Wednesday,2,7.7
1046,photo,1,0,0,1,0,0,0,0,0,2015-10-28 06:29:00,2015,10,Wednesday,2,6.483333333333333
1047,photo,1914,0,2,1914,0,0,0,0,0,2015-10-28 06:19:00,2015,10,Wednesday,2,6.316666666666666
1048,status,1377,5,0,1377,0,0,0,0,0,2015-10-28 04:32:00,2015,10,Wednesday,2,4.533333333333333
1049,status,1244,13,1,1244,0,0,0,0,0,2015-10-28 04:13:00,2015,10,Wednesday,2,4.216666666666667
1050,status,948,3,0,948,0,0,0,0,0,2015-10-27 19:36:00,2015,10,Tuesday,1,19.6
1051,status,1229,5,0,1229,0,0,0,0,0,2015-10-27 08:32:00,2015,10,Tuesday,1,8.533333333333333
1052,status,1363,12,0,1363,0,0,0,0,0,2015-10-27 06:38:00,2015,10,Tuesday,1,6.633333333333333
1053,status,956,6,0,956,0,0,0,0,0,2015-10-27 06:29:00,2015,10,Tuesday,1,6.483333333333333
1054,photo,1080,28,0,1080,0,0,0,0,0,2015-10-26 09:41:00,2015,10,Monday,0,9.683333333333334
